Origin_clean,Asylum_clean,Value,origin_lon,origin_lat,asylum_lon,asylum_lat
Liberia,Guinea,2100029500,-9.41083615437112,6.431619862252995,-11.060853741185452,10.44827287727134
Liberia,Guinea-Bissau,7000500,-9.41083615437112,6.431619862252995,-15.110623751667879,12.022704382325685
Liberia,Hungary,0000*00,-9.41083615437112,6.431619862252995,19.357628627745918,47.19995117195427
Liberia,Indonesia,13000000,-9.41083615437112,6.431619862252995,117.42340756227367,-2.2217379365205416
Liberia,Ireland,80002300,-9.41083615437112,6.431619862252995,-8.010236544877014,53.180591209950066
Liberia,Israel,0000*00,-9.41083615437112,6.431619862252995,35.00385120642901,31.484919390019705
Liberia,Italy,21800067300,-9.41083615437112,6.431619862252995,12.140788372235871,42.75118305296426
Liberia,Ivory Coast,230109086000,-9.41083615437112,6.431619862252995,,
Liberia,Jordan,*000000,-9.41083615437112,6.431619862252995,36.77945490632519,31.245490584748417
Liberia,Kenya,10000000,-9.41083615437112,6.431619862252995,37.79155528666138,0.5959662521769502
Liberia,Lebanon,00*0000,-9.41083615437112,6.431619862252995,35.87098632001643,33.91182720781994
Liberia,Libya,*0002200,-9.41083615437112,6.431619862252995,17.97435277916037,26.99746040702032
Liberia,Luxembourg,*000000,-9.41083615437112,6.431619862252995,5.965223432343999,49.76570507415103
Liberia,Madagascar,*000000,-9.41083615437112,6.431619862252995,46.69117091471639,-19.356114077828778
Liberia,Malaysia,130001000,-9.41083615437112,6.431619862252995,109.6981484486297,3.7255884257737155
Liberia,Mauritania,7000*00,-9.41083615437112,6.431619862252995,-10.326396925234992,20.20926720635376
Liberia,Moldova,0000*00,-9.41083615437112,6.431619862252995,28.41048279080328,47.20367642606752
Liberia,Montenegro,*000000,-9.41083615437112,6.431619862252995,19.28618172159286,42.78903960655908
Liberia,Morocco,12000*00,-9.41083615437112,6.431619862252995,-8.420479544549693,29.88539469830206
Liberia,Namibia,*000000,-9.41083615437112,6.431619862252995,17.156168126194093,-22.099776931731068
Liberia,Netherlands,1200014700,-9.41083615437112,6.431619862252995,5.5122171009654,52.298700374441786
Liberia,New Zealand,*000000,-9.41083615437112,6.431619862252995,172.70192594405574,-41.662578757158684
Liberia,Niger,0000*00,-9.41083615437112,6.431619862252995,9.324427099857926,17.34555281474554
Liberia,Nigeria,0000900,-9.41083615437112,6.431619862252995,7.9951277540897845,9.548318418209963
Liberia,Norway,*0001800,-9.41083615437112,6.431619862252995,15.46811995520676,69.15685630975351
Liberia,Panama,*000*00,-9.41083615437112,6.431619862252995,-80.10916483549376,8.530019388864652
Liberia,Philippines,*000500,-9.41083615437112,6.431619862252995,122.90267236988684,11.763799362297666
Liberia,Portugal,0000*00,-9.41083615437112,6.431619862252995,-8.055765588295687,39.63404977497817
Liberia,Romania,0000*00,-9.41083615437112,6.431619862252995,24.943252494635377,45.857101035738005
Liberia,Saudi Arabia,0000700,-9.41083615437112,6.431619862252995,44.51636376826477,24.123289839105293
Liberia,Senegal,3840006100,-9.41083615437112,6.431619862252995,-14.50980278585943,14.354139988452022
Liberia,Sierra Leone,000065400,-9.41083615437112,6.431619862252995,-11.795257428559946,8.530353726153049
Liberia,Slovenia,*000000,-9.41083615437112,6.431619862252995,14.938152320795732,46.12542205901039
Liberia,South Africa,150005800,-9.41083615437112,6.431619862252995,25.048013879861678,-28.947033259979115
Liberia,South Korea,114000700,-9.41083615437112,6.431619862252995,127.8213171283307,36.42759860415487
Liberia,Spain,20000600,-9.41083615437112,6.431619862252995,-3.617020602387373,40.348656106226734
Liberia,Sudan,*000000,-9.41083615437112,6.431619862252995,29.8626040122579,15.990585003116715
Liberia,Suriname,*000000,-9.41083615437112,6.431619862252995,-55.91145629952073,4.1200080317588865
Liberia,Sweden,100001900,-9.41083615437112,6.431619862252995,16.59626584684802,62.811484968080336
Liberia,Switzerland,120004500,-9.41083615437112,6.431619862252995,8.118300613385486,46.79173768366762
Liberia,Thailand,*000*00,-9.41083615437112,6.431619862252995,101.00613354626108,15.01697499141648
Liberia,Togo,*000000,-9.41083615437112,6.431619862252995,0.9964039436703586,8.439541954669616
Liberia,Trinidad and Tobago,0000*00,-9.41083615437112,6.431619862252995,-61.33036691444967,10.428237089201879
Liberia,Turkey,*000*00,-9.41083615437112,6.431619862252995,35.116900150938406,39.06837194061471
Liberia,Uganda,0000*00,-9.41083615437112,6.431619862252995,32.357550319986856,1.2954855035097104
Liberia,Ukraine,19000*00,-9.41083615437112,6.431619862252995,31.229122070266495,49.14882260840351
Liberia,United Kingdom,80004500,-9.41083615437112,6.431619862252995,-2.8531353951805536,53.914773480537036
Liberia,United States of America,685000117600,-9.41083615437112,6.431619862252995,-112.59943591150451,45.70562800215179
Liberia,Uruguay,0000*00,-9.41083615437112,6.431619862252995,-56.003278666548475,-32.780904365230825
Liberia,Venezuela,0000900,-9.41083615437112,6.431619862252995,-66.16382727830239,7.162132267639005
Liberia,Zambia,00001900,-9.41083615437112,6.431619862252995,27.727591918760577,-13.395067553524187
Liberia,Zimbabwe,0000*00,-9.41083615437112,6.431619862252995,29.788548371892524,-18.906987947858802
Liberia,eSwatini,0000*00,-9.41083615437112,6.431619862252995,31.39525590206532,-26.48985528852001
Libya,Algeria,180001600,17.97435277916037,26.99746040702032,2.5980477916183444,28.185481278657537
Libya,Angola,0000*00,17.97435277916037,26.99746040702032,17.47057255231345,-12.245869036133188
Libya,Argentina,*000000,17.97435277916037,26.99746040702032,-65.17536077114173,-35.44682148949511
Libya,Australia,28500087700,17.97435277916037,26.99746040702032,134.50277547536595,-25.730654779726077
Libya,Austria,1930004100,17.97435277916037,26.99746040702032,14.076158884337072,47.6139487927463
